job title,hiring organization,date posted,valid through,sector,job location,experience required,education requirement,type of contract,available posts
Pharmacien Assistant des Affaires réglementaires,Biopharm,2024-12-08 12:06:30.142,2025-02-06 23:59:59.000,Industries,['Bouira'],['1 À 2 Ans'],"['Bac + 5', 'Bac + 4']",CDD Ou Mission,1
chargé des services généraux et de  logistique,Sarl the abousamra brothers,2024-12-08 12:05:58.361,2025-02-06 23:59:59.000,"Distribution, Commerce",['Alger'],['6 À 10 Ans'],['Bac'],CDD Ou Mission,1
chef de cuisine ,EL ARZ HOTEL,2024-12-08 11:33:04.009,2025-02-06 11:33:03.949,Services,['Tizi Ouzou'],['6 À 10 Ans'],['Bac + 2'],CDD Ou Mission,1
Merchandiser,Faderco SPA,2024-12-08 11:30:19.209,2025-02-06 23:59:59.000,Industries,['Djelfa'],['1 À 2 Ans'],['Bac + 2'],CDD Ou Mission,1
commercial,MEDI DIAG,2024-12-08 11:15:31.031,2025-02-06 11:15:30.956,Services,['Tipaza'],['6 À 10 Ans'],"['Bac + 5', 'Bac + 4']",CDI,1
Commercial force de Vente EST,Entreprise anonyme,2024-12-08 11:12:50.818,2025-02-06 23:59:59.000,Industries,['Constantine'],['1 À 2 Ans'],['Bac + 3'],CDD Ou Mission,1
Commercial force de Vente EST/OUEST/CENTRE,Entreprise anonyme,2024-12-08 11:12:03.738,2025-02-06 23:59:59.000,Industries,"['Alger', 'Constantine', 'Oran']",['1 À 2 Ans'],['Bac + 3'],CDD Ou Mission,6
 Commercial,Entreprise anonyme,2024-12-08 11:03:06.615,2025-02-06 11:03:06.552,"Informatique, Télécom, Internet",['Constantine'],['Moins D’un An'],['Formation Professionnelle'],CDD Ou Mission,5
Assistante de direction expérimenté,Espace Numerique,2024-12-08 10:45:17.011,2025-02-06 23:59:59.000,Services,['Alger'],['3 À 5 Ans'],None spécifiée,None spécifiée,1
Technico-commercial(e),Entreprise anonyme,2024-12-08 10:13:46.641,2025-02-06 10:13:46.544,"Distribution, Commerce",['Constantine'],"['Sans Expérience', '1 À 2 Ans', 'Moins D’un An']","['Bac + 5', 'Bac + 4']",CDI,1
Ingénieur QHSE,Entreprise anonyme,2024-12-08 10:11:59.000,2025-02-03 23:59:59.000,"Distribution, Commerce",['Alger'],['3 À 5 Ans'],"['Bac + 4', 'Bac + 3']",CDI | CDD Ou Mission,1
Archiviste,Metgav,2024-12-08 09:53:35.672,2025-02-06 23:59:59.000,Industries,['Tlemcen'],['3 À 5 Ans'],['Bac + 3'],CDD Ou Mission,1
Assistante du Directeur Général,Metgav,2024-12-08 09:53:02.129,2025-02-06 23:59:59.000,Industries,['Tlemcen'],['3 À 5 Ans'],['Bac + 3'],CDD Ou Mission,1
Technicien Maintenance des équipements,Biopharm,2024-12-08 09:52:32.977,2025-02-06 23:59:59.000,Industries,['Bouira'],['1 À 2 Ans'],['Bac + 2'],CDD Ou Mission,2
Directeur des Ressources Humaines,Metgav,2024-12-08 09:51:49.677,2025-02-06 23:59:59.000,Industries,['Tlemcen'],['Plus de 10 Ans'],"['Bac + 5', 'Bac + 7', 'Bac + 4']",CDI | CDD Ou Mission,1
Assistant des  Moyens Généraux,Entreprise anonyme,2024-12-08 09:50:46.962,2025-02-06 23:59:59.000,"Distribution, Commerce",['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDD Ou Mission,1
Superviseur Maintenance des équipements,Biopharm,2024-12-08 09:50:07.078,2025-02-06 23:59:59.000,Industries,['Bouira'],['3 À 5 Ans'],['Bac + 2'],CDI,1
Cadre Comptable,Metgav,2024-12-08 09:49:41.285,2025-02-06 23:59:59.000,Industries,['Tlemcen'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDD Ou Mission,2
Assistant Administration des Ventes,Sika El Djazair,2024-12-08 09:49:05.222,2025-02-06 23:59:59.000,Industries,['Alger'],['1 À 2 Ans'],['Bac + 4'],CDD Ou Mission,1
Superviseur Maintenance des utilités,Biopharm,2024-12-08 09:48:34.580,2025-02-06 23:59:59.000,Industries,['Bouira'],['3 À 5 Ans'],['Bac + 2'],CDI,1
Serveurs,Hicham cook,2024-12-08 09:48:00.971,2025-02-05 23:59:59.000,Services,['Oran'],"['1 À 2 Ans', '3 À 5 Ans']",['Niveau Terminal'],CDD Ou Mission,2
Commis de Bar,Hicham cook,2024-12-08 09:47:31.923,2025-02-05 23:59:59.000,Services,['Oran'],"['1 À 2 Ans', '3 À 5 Ans']","['Bac', 'Niveau Secondaire', 'Formation Professionnelle', 'Niveau Terminal']",CDD Ou Mission,2
Responsable Marketing ATL & Digital,Hicham cook,2024-12-08 09:47:00.719,2025-02-05 23:59:59.000,Services,['Alger'],['6 À 10 Ans'],['Bac + 4'],CDD Ou Mission,1
Ingénieur ou Technicien technico-commercial,SARL PRO ATEX,2024-12-08 09:46:40.510,2025-02-04 23:59:59.000,"Distribution, Commerce",['Oran'],['6 À 10 Ans'],"['Bac + 5', 'Bac + 4']",CDD Ou Mission,1
Téléopératrice,SARL EKICLIK,2024-12-08 09:45:57.488,2025-02-04 23:59:59.000,"Informatique, Télécom, Internet",['Alger'],['1 À 2 Ans'],['Bac + 3'],CDI,1
Acheteur électroménager,SARL EKICLIK,2024-12-08 09:45:27.916,2025-02-04 23:59:59.000,"Informatique, Télécom, Internet",['Sétif'],['3 À 5 Ans'],['Bac + 3'],CDI,1
Gestionnaire Des Ressources Humaines,Entreprise anonyme,2024-12-08 09:34:22.273,2025-02-06 23:59:59.000,Industries,['Oran'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4', 'Bac + 3', 'Bac + 2']",CDD Ou Mission,1
Agent Polyvalent, PROCAMP,2024-12-08 09:14:45.000,2025-01-25 23:59:59.000,"Energie, Mines, Matière Première",['Ouargla'],['Sans Expérience'],"['Bac', 'Niveau Secondaire', 'Formation Professionnelle', 'Niveau Terminal']",CDD Ou Mission,1
Commerciale, PROCAMP,2024-12-08 09:14:38.000,2025-01-25 23:59:59.000,"Energie, Mines, Matière Première",['Ouargla'],"['1 À 2 Ans', '3 À 5 Ans']","['Bac + 5', 'Niveau universitaire', 'Bac + 3', 'Diplôme']",None spécifiée,1
Agent de polyvalent,CEPRO,2024-12-08 08:55:06.421,2025-02-06 23:59:59.000,Industries,"['Alger', 'Blida']",['Sans Expérience'],['Niveau Secondaire'],CDD Ou Mission,10
IT Support,CEPRO,2024-12-08 08:53:09.208,2025-02-06 23:59:59.000,Industries,['Alger'],['3 À 5 Ans'],['Bac + 4'],CDD Ou Mission,1
TS en électricité,CEPRO,2024-12-08 08:50:41.988,2025-02-06 23:59:59.000,Industries,['Alger'],['3 À 5 Ans'],['Bac + 2'],CDD Ou Mission,1
Ingénieur automaticien,CEPRO,2024-12-08 08:50:22.765,2025-02-06 23:59:59.000,Industries,['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDD Ou Mission,1
Un(e) Technico-Commercial(e),2mnumerik,2024-12-08 08:39:40.000,2025-02-01 23:59:59.000,Services,['Alger'],['1 À 2 Ans'],None spécifiée,None spécifiée,1
Contrôleur de Gestion,Promasidor Djazair,2024-12-08 08:36:58.847,2025-02-06 23:59:59.000,Industries,['Blida'],['3 À 5 Ans'],['Bac + 4'],CDI,1
Ingénieur Support IT,Gulf Bank Algérie (AGB),2024-12-08 08:31:29.112,2025-02-06 23:59:59.000,"Banque, Assurance, Finance",['Alger'],"['Moins D’un An', '1 À 2 Ans']",['Bac + 4'],CDI,3
Magasinier,Entreprise anonyme,2024-12-08 07:51:49.871,2025-02-06 23:59:59.000,"BTP, Construction, Immobilier",['Alger'],['3 À 5 Ans'],['Niveau Secondaire'],CDD Ou Mission,5
Gestionnaire des Stocks,CEPRO,2024-12-08 07:21:42.000,2025-01-18 23:59:59.000,Industries,['Alger'],['1 À 2 Ans'],"['Bac + 3', 'Bac + 2']",CDD Ou Mission,2
Responsable Achats et Approvisionnement,Entreprise anonyme,2024-12-06 12:55:10.571,2025-02-04 23:59:59.000,Industries,['Alger'],['6 À 10 Ans'],"['Bac + 5', 'Bac + 4']",CDD Ou Mission,2
Procurement clerk,HUAWEI TELECOMMUNICATIONS ALGERIA SARL,2024-12-05 15:36:46.942,2025-02-03 23:59:59.000,"Informatique, Télécom, Internet",['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4', 'Bac + 3']",CDD Ou Mission,1
Directeur Général,Entreprise anonyme,2024-12-05 15:36:27.930,2025-02-03 23:59:59.000,Services,['Alger'],['Plus de 10 Ans'],"['Bac + 5', 'Bac + 4']",CDI,1
Community Manager,Inovmeuble,2024-12-05 15:35:20.068,2025-02-03 15:35:19.970,"Distribution, Commerce",['Alger'],['3 À 5 Ans'],['Bac + 3'],CDD Ou Mission,1
Manager Communication,Condor Electronics Spa,2024-12-05 15:26:45.397,2025-02-02 23:59:59.000,Industries,"['Blida', 'Tizi Ouzou', 'Constantine', 'Sétif', 'Bouira', ""M'Sila"", 'Alger', 'Boumerdès']",['6 À 10 Ans'],"['Bac + 5', 'Bac + 4']",CDD Ou Mission,1
Médecin de Produit,Pharmalliance,2024-12-05 15:25:33.000,2025-01-31 23:59:59.000,Industries,['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDI,3
Cadre financier,BOMARE COMPANY (Stream System),2024-12-05 15:22:22.910,2025-02-03 23:59:59.000,Industries,['Alger'],"['1 À 2 Ans', '3 À 5 Ans']",['Bac + 4'],CDI,1
Digital Integration Executive - chargé(e) des intégrations digitales,eTalent Solutions,2024-12-05 14:58:44.300,2025-02-03 23:59:59.000,Services,['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDD Ou Mission,1
Chargé de Caisse et Expédition,Entreprise anonyme,2024-12-05 14:53:56.516,2025-02-03 23:59:59.000,Industries,['Alger'],"['1 À 2 Ans', '3 À 5 Ans']","['Bac + 5', 'Bac', 'Formation Professionnelle', 'Bac + 2', 'Bac + 4', 'Bac + 3']",CDD Ou Mission,2
Coursier Moto ( avec sa propre moto ),Entreprise anonyme,2024-12-05 14:53:36.584,2025-02-03 23:59:59.000,Industries,['Alger'],"['Moins D’un An', '1 À 2 Ans']","['Niveau Secondaire', 'Bac', 'Formation Professionnelle', 'Bac + 2', 'Niveau Terminal']",CDD Ou Mission,4
Responsable de Production.,Entreprise anonyme,2024-12-05 14:50:26.321,2025-02-03 23:59:59.000,Industries,['Constantine'],['1 À 2 Ans'],['Bac + 4'],CDI,1
Community Manager,Izem Clothing,2024-12-05 14:47:58.573,2025-02-03 14:47:58.489,"Distribution, Commerce",['Alger'],['1 À 2 Ans'],['Bac + 3'],CDD Ou Mission,1
Responsable Planification et Ordonnancement  de la Production.,Upc Union pharmaceutique constantinoise Spa,2024-12-05 14:47:18.283,2025-02-03 23:59:59.000,Industries,['Constantine'],['1 À 2 Ans'],['Bac + 3'],CDI,1
Coordinateur des Opérations de Production en Usine,eTalent Solutions,2024-12-05 14:35:55.584,2025-02-03 23:59:59.000,Services,['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDD Ou Mission,1
Agent Vacataire (H-F) Agence Kouba les lauriers,Société Générale Algérie,2024-12-05 14:20:01.584,2025-02-03 23:59:59.000,"Banque, Assurance, Finance",['Alger'],['1 À 2 Ans'],None spécifiée,CDD Ou Mission,1
Téléopérateur ,Masterful Institute,2024-12-05 14:17:47.045,2025-02-03 14:17:46.997,Services,['Alger'],['1 À 2 Ans'],['Bac + 3'],CDD Ou Mission,3
Chargé conformité Magasin,Entreprise anonyme,2024-12-05 13:56:11.547,2025-02-03 23:59:59.000,Industries,['Bouira'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDI,1
SUPERVISEUR HSE,Metalmind,2024-12-05 13:53:47.098,2025-02-03 23:59:59.000,"BTP, Construction, Immobilier",['Illizi'],['3 À 5 Ans'],['Niveau Terminal'],CDD Ou Mission,1
DATA ANALYST,AYRADE,2024-12-05 13:51:11.216,2025-02-03 23:59:59.000,"Informatique, Télécom, Internet",['Alger'],"['Moins D’un An', '1 À 2 Ans']","['Bac + 5', 'Bac + 4']",CDD Ou Mission,1
Spécialiste Assurance Qualité Qualification et Métrologie,Entreprise anonyme,2024-12-05 13:51:08.478,2025-02-03 23:59:59.000,Industries,['Constantine'],"['Sans Expérience', '1 À 2 Ans', '3 À 5 Ans']","['Bac + 5', 'Bac + 4']",CDD Ou Mission,1
SUPERVISEUR HSE,Metalmind,2024-12-05 13:46:33.362,2025-02-03 23:59:59.000,"BTP, Construction, Immobilier",['Oran'],['3 À 5 Ans'],['Niveau Terminal'],CDD Ou Mission,1
SUPERVISEUR HSE,Metalmind,2024-12-05 13:44:54.439,2025-02-03 23:59:59.000,"BTP, Construction, Immobilier",['Oran'],['3 À 5 Ans'],['Niveau Terminal'],CDD Ou Mission,1
Chef de Département Maintenance / Agro-Industrie,Groupe  CEVITAL,2024-12-05 13:42:24.433,2025-02-03 23:59:59.000,Industries,['Tizi Ouzou'],"['6 À 10 Ans', 'Plus de 10 Ans']","['Bac + 5', 'Bac + 4']",CDI,1
Médecin de travail,Metalmind,2024-12-05 13:42:04.364,2025-02-03 23:59:59.000,"BTP, Construction, Immobilier",['Alger'],"['3 À 5 Ans', '6 À 10 Ans']",['Bac + 7'],CDD Ou Mission,1
Chargé de la comptabilité et ADM,SARL Petra Food,2024-12-05 13:40:14.389,2025-01-31 23:59:59.000,"Distribution, Commerce",['Béjaïa'],['3 À 5 Ans'],['Bac + 4'],CDI,1
Un chef de produit (solutions de câblage télécom),ELSEWEDY Cables Algeria,2024-12-05 13:37:53.199,2025-02-03 23:59:59.000,Industries,['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDD Ou Mission,1
SUPERVISEUR HSE,Metalmind,2024-12-05 13:32:59.429,2025-02-03 23:59:59.000,"BTP, Construction, Immobilier",['Ouargla'],['3 À 5 Ans'],['Niveau Terminal'],CDD Ou Mission,1
Medecin de Travail,SPA Algerian qatari steel,2024-12-05 13:30:05.221,2025-02-03 23:59:59.000,Industries,['Jijel'],['3 À 5 Ans'],['Bac + 7'],CDD Ou Mission,1
project manager,AE2I Algérie ,2024-12-05 13:29:25.184,2025-02-03 23:59:59.000,Industries,['Alger'],"['3 À 5 Ans', '6 À 10 Ans', 'Plus de 10 Ans']","['Bac + 5', 'Bac + 4']",CDD Ou Mission,1
Métreur vérificateur,SNC NAAS KAMEL ET ASSOCIES,2024-12-05 13:12:22.262,2025-02-03 23:59:59.000,"BTP, Construction, Immobilier",['Alger'],['3 À 5 Ans'],None spécifiée,None spécifiée,1
Chauffeur,Entreprise anonyme,2024-12-05 13:04:17.598,2025-02-03 23:59:59.000,Services,['Alger'],['1 À 2 Ans'],['Niveau Terminal'],CDD Ou Mission,1
Gardien,Sarl IMC Industrie Médico-chirurgicales,2024-12-05 13:00:19.287,2025-01-19 23:59:59.000,Industries,['Alger'],['3 À 5 Ans'],['Niveau Terminal'],CDD Ou Mission,2
Chargée de Logistique,Amimer Energie,2024-12-05 12:55:03.056,2025-02-03 23:59:59.000,Industries,['Alger'],['1 À 2 Ans'],['Bac + 4'],CDD Ou Mission,1
Caissier (H-F) Centre d'affaires BLIDA,Société Générale Algérie,2024-12-05 12:46:23.981,2025-01-17 23:59:59.000,"Banque, Assurance, Finance",['Blida'],['3 À 5 Ans'],None spécifiée,CDI,1
Comptable,Sarl Terraco Algérie ,2024-12-05 12:26:14.000,2025-01-25 23:59:59.000,"BTP, Construction, Immobilier",['Alger'],['3 À 5 Ans'],['Bac + 4'],CDD Ou Mission,2
Senior IP Engineer (End to End ),Djezzy,2024-12-05 11:45:45.476,2025-02-03 23:59:59.000,"Informatique, Télécom, Internet",['Alger'],['6 À 10 Ans'],"['Bac + 5', 'Bac + 4']",CDI,1
Animateur Marché des entreprises (Corporate),Gulf Bank Algérie (AGB),2024-12-05 11:19:39.287,2025-02-03 23:59:59.000,"Banque, Assurance, Finance",['Alger'],['6 À 10 Ans'],"['Bac + 5', 'Bac + 4']",CDI,1
Acheteur,Djezzy,2024-12-05 11:15:41.185,2025-02-03 23:59:59.000,"Informatique, Télécom, Internet",['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDD Ou Mission,1
Chargé Validation Assurance Qualité - Bouira -,Entreprise anonyme,2024-12-05 11:01:09.371,2025-02-03 23:59:59.000,Industries,['Bouira'],['3 À 5 Ans'],['Bac + 7'],CDI,1
Responsable Technique Odoo,Bessa Promotion,2024-12-05 10:43:40.430,2025-02-03 23:59:59.000,"BTP, Construction, Immobilier",['Alger'],"['1 À 2 Ans', '3 À 5 Ans']","['Bac + 5', 'Bac + 4', 'Bac + 3']",CDD Ou Mission,1
Chargé(e) de Paie,Entreprise anonyme,2024-12-05 10:37:52.114,2025-02-03 23:59:59.000,"BTP, Construction, Immobilier",['Alger'],"['3 À 5 Ans', '6 À 10 Ans']",['Bac + 3'],CDD Ou Mission,1
Vendeur(se),yomitech,2024-12-05 10:27:43.218,2025-01-27 15:13:17.578,"Informatique, Télécom, Internet",['Alger'],['1 À 2 Ans'],"['Bac', 'Niveau Terminal']",CDD Ou Mission,2
Directeur Agence de prestation de Service,Entreprise anonyme,2024-12-05 10:25:56.894,2025-02-03 23:59:59.000,Services,['Annaba'],['Plus de 10 Ans'],"['Bac + 5', 'Bac + 4', 'Bac + 3']",CDI,1
Responsable Transit Alger,Entreprise anonyme,2024-12-05 10:13:00.557,2025-02-03 23:59:59.000,Services,['Alger'],['6 À 10 Ans'],"['Bac + 3', 'Bac + 2']",CDI,1
Contrôleur de Gestion,CBS-XEROX,2024-12-05 10:03:31.112,2025-02-03 23:59:59.000,Services,['Alger'],"['3 À 5 Ans', '6 À 10 Ans']","['Bac + 5', 'Bac + 4']",None spécifiée,1
Commercial,Amimer Energie,2024-12-05 10:00:49.000,2025-01-30 23:59:59.000,Industries,['Alger'],"['1 À 2 Ans', '3 À 5 Ans']",['Bac + 4'],CDD Ou Mission,2
topographe,AE2I Algérie ,2024-12-05 09:58:55.652,2025-02-03 23:59:59.000,Industries,['Alger'],['3 À 5 Ans'],['Formation Professionnelle'],CDD Ou Mission,1
Analyste IT,AXA Assurance Algérie,2024-12-05 09:58:11.013,2025-02-03 23:59:59.000,"Banque, Assurance, Finance",['Alger'],['3 À 5 Ans'],['Bac + 4'],CDI,1
chauffeur transport commun & léger,UPC Union pharmaceutique constantinoise Spa (Alger),2024-12-05 09:57:21.020,2025-02-03 23:59:59.000,Industries,['Alger'],['6 À 10 Ans'],['Niveau Secondaire'],CDI | CDD Ou Mission,3
chargé de la gestion des ressources Humaines,Laiterie SOUMMAM,2024-12-05 09:21:52.326,2025-02-03 23:59:59.000,Industries,['Béjaïa'],"['3 À 5 Ans', '6 À 10 Ans']","['Bac + 5', 'Bac + 4', 'Bac + 3']",CDI,1
Chef de Produit / Marketing,  Biscuiterie SAI,2024-12-05 09:18:13.667,2025-02-03 23:59:59.000,Industries,['Alger'],"['Sans Expérience', 'Moins D’un An', '1 À 2 Ans', '3 À 5 Ans']","['Bac + 5', 'Bac + 4']",CDD Ou Mission,2
Chargé d'Affaires Corporate - BC Oran (H/F),Société Générale Algérie,2024-12-05 09:02:20.554,2025-02-03 23:59:59.000,"Banque, Assurance, Finance",['Alger'],['6 À 10 Ans'],['Formation Professionnelle'],CDI,2
Chargé d'Affaires Corporate - BC Ouled Fayet (H/F),Société Générale Algérie,2024-12-05 08:54:34.529,2025-02-03 23:59:59.000,"Banque, Assurance, Finance",['Alger'],['6 À 10 Ans'],['Formation Professionnelle'],CDI,2
Responsable Maintenance,Biopharm,2024-12-05 08:17:00.131,2025-02-03 23:59:59.000,Industries,['Bouira'],['6 À 10 Ans'],"['Bac + 5', 'Bac + 4']",CDI,1
Chef de Projet Industriel,SAMHA Home appliance,2024-12-05 08:15:36.195,2025-02-02 23:59:59.000,Industries,['Sétif'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDI,3
Commercial sédentaire,Filament Sarl,2024-12-05 08:05:57.472,2025-01-18 23:59:59.000,"BTP, Construction, Immobilier",['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4', 'Bac + 3']",None spécifiée,1
Directeur RH,Entreprise anonyme,2024-12-05 07:52:35.227,2025-02-03 23:59:59.000,"Banque, Assurance, Finance",['Alger'],['Plus de 10 Ans'],['Bac + 3'],CDI,1
Responsable Comptabilité et Fiscalité Groupe,HYDRA PHARM,2024-12-05 07:44:18.809,2025-02-02 23:59:59.000,"Distribution, Commerce",['Alger'],['6 À 10 Ans'],['Bac + 3'],CDI,1
Area Sales Manager (Alger),REGUS,2024-12-05 07:05:47.204,2025-02-01 23:59:59.000,Services,['Alger'],"['3 À 5 Ans', '6 À 10 Ans']","['Bac + 5', 'Bac + 4', 'Bac + 3']",CDI,1
Ingénieur Génie Civil (études Logements),CSCEC,2024-12-05 00:43:08.856,2025-02-03 23:59:59.000,"BTP, Construction, Immobilier",['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDD Ou Mission,1
Ingénieur d'étude  VRD,CSCEC,2024-12-05 00:42:43.208,2025-02-03 23:59:59.000,"BTP, Construction, Immobilier",['Alger'],"['3 À 5 Ans', '6 À 10 Ans']","['Bac + 5', 'Bac + 4']",CDD Ou Mission,1
Assistant (e) des affaires sociales,CSCEC,2024-12-05 00:41:09.709,2025-02-03 23:59:59.000,"BTP, Construction, Immobilier",['Blida'],['1 À 2 Ans'],['Bac + 4'],CDD Ou Mission,1
Préleveur,Biopharm,2024-12-04 15:55:59.157,2025-02-02 23:59:59.000,Industries,['Bouira'],['1 À 2 Ans'],"['Bac + 3', 'Bac + 2']",CDD Ou Mission,1
Superviseur Physicochimie,Biopharm,2024-12-04 15:43:11.375,2025-02-02 23:59:59.000,Industries,['Bouira'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDI,1
Technicien en câblage,Comintal,2024-12-04 15:42:24.279,2025-02-02 23:59:59.000,"Informatique, Télécom, Internet",['Alger'],['1 À 2 Ans'],['Niveau Terminal'],CDD Ou Mission,10
Superviseur  en Microbiologie,Biopharm,2024-12-04 15:24:28.794,2025-02-02 23:59:59.000,Industries,['Bouira'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDI | CDD Ou Mission,1
Ingénieur en essais de matériaux,Entreprise anonyme,2024-12-04 15:14:21.927,2025-02-02 23:59:59.000,"BTP, Construction, Immobilier",['Alger'],"['Moins D’un An', '3 À 5 Ans', '6 À 10 Ans', 'Plus de 10 Ans']","['Bac + 5', 'Bac + 4']",CDD Ou Mission,4
Correspondant social,Entreprise anonyme,2024-12-04 15:12:30.641,2025-02-02 23:59:59.000,"Banque, Assurance, Finance",['Alger'],['1 À 2 Ans'],['Bac + 3'],CDD Ou Mission,1
Responsable des Moyens Généraux,Entreprise anonyme,2024-12-04 15:10:04.000,2025-01-26 23:59:59.000,"Distribution, Commerce",['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4', 'Bac + 3']",CDD Ou Mission,1
Chef de Service Comptabilité,Entreprise anonyme,2024-12-04 15:09:51.000,2025-01-26 23:59:59.000,"Distribution, Commerce",['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4', 'Bac + 3']",CDD Ou Mission,1
Chargée d'Accueil et d'Orientation,Entreprise anonyme,2024-12-04 15:09:42.000,2025-01-26 23:59:59.000,"Distribution, Commerce",['Alger'],['3 À 5 Ans'],"['Bac + 4', 'Bac + 3', 'Bac + 2']",CDD Ou Mission,1
Assistante de Direction,Entreprise anonyme,2024-12-04 15:09:34.000,2025-01-31 23:59:59.000,"Distribution, Commerce",['Alger'],"['1 À 2 Ans', '3 À 5 Ans']","['Bac + 5', 'Bac + 4', 'Bac + 3']",CDD Ou Mission,1
Chargé(e) Clientèle / Commercial(e),Mgc communication et pub,2024-12-04 15:06:24.363,2025-01-27 23:59:59.000,"Distribution, Commerce",['Alger'],['1 À 2 Ans'],None spécifiée,None spécifiée,2
Brand Executive,Falait,2024-12-04 15:01:41.353,2025-02-02 23:59:59.000,Industries,['Alger'],"['Sans Expérience', 'Moins D’un An']","['Bac + 5', 'Bac + 4', 'Bac + 3', 'Bac + 2']",CDD Ou Mission,1
Chargé(e) Clients,Entreprise anonyme,2024-12-04 14:52:26.172,2025-02-02 23:59:59.000,Industries,['Oran'],['1 À 2 Ans'],"['Bac + 4', 'Bac + 3']",CDD Ou Mission,2
Superviseur de Production,TABUK PHARMACEUTICAL,2024-12-04 14:50:31.599,2025-02-02 23:59:59.000,Industries,['Blida'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDI,1
IT Business Solution Architect,Djezzy,2024-12-04 14:45:03.911,2025-02-02 23:59:59.000,"Informatique, Télécom, Internet",['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4', 'Bac + 3']",CDI,1
IT Business Solution Administrator,Djezzy,2024-12-04 14:42:35.155,2025-02-02 23:59:59.000,"Informatique, Télécom, Internet",['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4', 'Bac + 3']",CDI,1
Optemtriste ( Mecanique de Précision ),Entreprise anonyme,2024-12-04 14:39:34.827,2025-02-02 23:59:59.000,Industries,['Alger'],"['Moins D’un An', '1 À 2 Ans']",['Bac + 4'],CDD Ou Mission,1
Superviseur Hygiène,Biopharm,2024-12-04 14:26:46.475,2025-02-02 23:59:59.000,Industries,['Bouira'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDI | CDD Ou Mission,1
Responsable Hygiène Sécurité Environnement,Biopharm,2024-12-04 14:25:52.143,2025-02-02 23:59:59.000,Industries,['Bouira'],['6 À 10 Ans'],"['Bac + 5', 'Bac + 4']",CDI,1
Chef de Projet Pipe Line,Entreprise anonyme,2024-12-04 14:25:03.544,2025-02-02 23:59:59.000,"Energie, Mines, Matière Première",['Ouargla'],"['6 À 10 Ans', 'Plus de 10 Ans']","['Bac + 5', 'Bac + 4']",CDI,5
